Router Name,Country Code,Bandwidth (KB/s),Uptime (Days),IP Address,Hostname,ORPort,DirPort,Flag - Authority,Flag - Exit,Flag - Fast,Flag - Guard,Flag - Named,Flag - Stable,Flag - Running,Flag - Valid,Flag - V2Dir,Platform,Flag - Hibernating,Flag - Bad Exit
chaoscomputerclub13,DE,1860,51,62.113.219.6,tor13.anonymizer.ccc.de,443,80,0,1,1,1,1,1,1,1,1,Tor 0.2.3.15-alpha (git-d2fd67f30991cbc4) on Linux x86_64,0,0
chaoscomputerclub18,DE,18898,32,31.172.30.1,tor18.anonymizer.ccc.de,443,80,0,1,1,1,1,1,1,1,1,Tor 0.2.3.15-alpha (git-d2fd67f30991cbc4) on Linux x86_64,0,0
chaoscomputerclub19,DE,21060,9,31.172.30.2,tor19.anonymizer.ccc.de,443,80,0,1,1,0,1,0,1,1,1,Tor 0.2.3.15-alpha (git-d2fd67f30991cbc4) on Linux x86_64,0,0
chaoscomputerclub20,DE,17404,32,31.172.30.3,tor20.anonymizer.ccc.de,443,80,0,1,1,1,1,1,1,1,1,Tor 0.2.3.15-alpha (git-d2fd67f30991cbc4) on Linux x86_64,0,0
chaoscomputerclub21,DE,25254,32,31.172.30.4,tor21.anonymizer.ccc.de,443,80,0,1,1,1,1,1,1,1,1,Tor 0.2.3.15-alpha (git-d2fd67f30991cbc4) on Linux x86_64,0,0
chaoscomputerclub3,DE,6725,51,80.237.226.73,tor3.anonymizer.ccc.de,443,80,0,1,1,1,1,1,1,1,1,Tor 0.2.3.15-alpha (git-d2fd67f30991cbc4) on Linux x86_64,0,0
chaoscomputerclub4,DE,7077,51,80.237.226.74,tor4.anonymizer.ccc.de,443,80,0,1,1,1,1,1,1,1,1,Tor 0.2.3.15-alpha (git-d2fd67f30991cbc4) on Linux x86_64,0,0
chaoscomputerclub5,DE,7995,51,80.237.226.75,tor5.anonymizer.ccc.de,443,80,0,1,1,1,1,1,1,1,1,Tor 0.2.3.15-alpha (git-d2fd67f30991cbc4) on Linux x86_64,0,0
chaoscomputerclub6,DE,9149,51,80.237.226.76,tor6.anonymizer.ccc.de,443,80,0,1,1,1,1,1,1,1,1,Tor 0.2.3.15-alpha (git-d2fd67f30991cbc4) on Linux x86_64,0,0
chaoscomputerclubhh,RU,443,4,192.162.102.224,anonymizer.hamburg.ccc.de,443,80,0,1,1,1,1,1,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Linux i686,0,0
ChaoticGood,AU,3,18,59.167.180.225,ppp180-225.lns2.mel4.internode.on.net,9001,9030,0,0,1,0,1,1,1,1,1,Tor 0.2.2.37 (git-fce6eb1c44e87bc2) on FreeBSD amd64,0,0
charf,US,203,11,66.190.62.146,66-190-62-146.dhcp.mdsn.wi.charter.com,9001,None,0,0,1,1,1,1,1,1,0,Tor 0.2.2.35 (git-4f42b0a93422f70e) on Linux x86_64,0,0
charon,DE,48,0,149.172.51.115,HSI-KBW-149-172-51-115.hsi13.kabel-badenwuerttemberg.de,9001,9030,0,0,1,1,1,1,1,1,1,Tor 0.2.2.37 (git-fce6eb1c44e87bc2) on Linux x86_64,0,0
che,SE,82,0,213.65.182.109,213-65-182-109-no181.tbcn.telia.com,443,80,0,1,1,1,1,1,1,1,1,Tor 0.2.3.18-rc on OpenBSD,0,0
Cheetah,DE,17,0,93.232.18.195,93.232.18.195,443,9030,0,1,1,0,1,0,1,1,1,Tor 0.2.2.24-alpha (git-c111adb5fe757ea9) on Windows Server 2003 Service Pack 2 [workstation],0,0
chelloveck,DE,220,50,178.63.96.79,chelloveck.vellocet.net,9055,None,0,0,1,1,1,1,1,1,0,Tor 0.2.2.35 (git-4f42b0a93422f70e) on Linux i686,0,0
CherryBomb,US,429,3,205.164.14.235,205.164.14.235,443,9030,0,1,1,0,0,0,1,1,1,Tor 0.2.2.35 (git-4f42b0a93422f70e) on Linux i686,0,0
chewy,GB,4,0,86.7.16.19,cpc1-cmbg2-0-0-cust18.5-4.cable.virginmedia.com,53610,None,0,0,1,0,0,0,1,1,0,Tor 0.2.3.18-rc on Linux,0,0
CHI,CL,3,6,190.164.234.178,pc-178-234-164-190.cm.vtr.net,9001,9030,0,0,1,0,1,1,1,1,1,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux i686,0,0
chicobandito,GB,5,0,188.220.41.63,188-220-41-63.zone11.bethere.co.uk,9001,9030,0,0,1,0,0,0,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Darwin i386,0,0
Chips,FR,12,1,85.68.20.29,abo-29-20-68.rns.modulonet.fr,4040,None,0,1,1,0,0,0,1,1,0,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Linux armv7l,0,0
chokaichokai,JP,36,1,180.235.37.224,ad037224.dynamic.ppp.asahi-net.or.jp,9001,9030,0,0,1,1,1,1,1,1,1,Tor 0.2.3.18-rc on Linux,0,0
chomsky,NL,15744,13,77.247.181.162,chomsky.torservers.net,443,80,0,1,1,1,1,1,1,1,1,Tor 0.2.3.17-beta on Linux,0,0
chre,FR,3,3,92.243.9.166,92.243.9.166,9001,None,0,1,0,0,1,1,1,1,0,Tor 0.2.3.17-beta on Linux,0,0
christboxtor,US,3,2,76.184.74.177,cpe-76-184-74-177.tx.res.rr.com,9001,None,0,0,0,0,1,0,1,1,0,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux x86_64,0,0
chuckthecanuck,CA,457,16,68.71.46.138,68.71.46.138,9001,9030,0,0,1,1,1,1,1,1,1,Tor 0.2.3.16-alpha on Linux,0,0
Cicolina,SK,39,29,92.240.248.100,ip100.comcraft.sk,9001,9030,0,0,1,1,1,1,1,1,1,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux i686,0,0
CID,US,159,17,204.86.255.210,204.86.255.210,443,9030,0,1,1,0,1,1,1,1,1,Tor 0.2.3.12-alpha (git-ff0059b924ec9bf1) on Windows Server 2003 Service Pack 2 [server],0,0
cipherfish,DE,374,1,78.47.219.60,static.60.219.47.78.clients.your-server.de,3389,None,0,0,1,1,1,1,1,1,0,Tor 0.2.3.18-rc on Linux,0,0
CityElder,BA,5,11,188.246.75.21,continuum.simulakrum.org,9001,None,0,1,0,0,1,1,1,1,0,Tor 0.2.2.36 (git-c1414cf70cbfcbb7) on FreeBSD amd64,0,0
clacke,SE,1,72,94.247.169.183,glesys.clacke.se,443,None,0,0,0,0,1,1,1,1,0,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux i686,0,0
Cleopatra,DE,428,9,178.63.66.76,goldstube24.de,9001,9030,0,0,1,1,1,1,1,1,1,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux x86_64,0,0
CleverNickname,CH,3814,1,178.209.50.159,178.209.50.159,443,80,0,0,1,0,0,0,1,1,1,Tor 0.2.3.18-rc on Linux,0,0
cleverrelaynickname,US,40,57,173.255.209.181,slate.damm.us,9002,9030,0,0,1,1,1,1,1,1,1,Tor 0.2.2.35 (git-4f42b0a93422f70e) on Linux i686,0,0
clopen,CA,800,24,46.166.160.58,46.166.160.58,9001,None,0,0,1,1,1,1,1,1,0,Tor 0.2.2.36 (git-c1414cf70cbfcbb7) on Linux i686,0,0
clopen2,RU,252,7,46.166.146.152,46.166.146.152,9001,None,0,0,1,1,1,1,1,1,0,Tor 0.2.2.36 on Linux x86_64,0,0
cloud1loomiverse,US,48,38,173.203.105.144,cloud1.loomiverse.net,9001,9030,0,1,1,1,1,1,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Linux x86_64,0,0
ClubeDosPerdedores,BR,0,1,201.47.214.207,201.47.214.207.dynamic.adsl.gvt.net.br,443,9030,0,0,1,0,1,0,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Windows 7 Service Pack 1 [workstation],0,0
Clyde,CA,14,17,204.174.99.221,canang.ca,9001,None,0,1,1,0,1,1,1,1,0,Tor 0.2.2.36 (git-aefee9cbdbd32f67) on Linux i686,0,0
cmeclax0,US,13,5,69.132.101.103,cpe-069-132-101-103.carolina.res.rr.com,110,9030,0,0,1,0,1,1,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on DragonFly i386,0,0
CMQAtransducit,NO,29,30,217.14.8.58,217-14-8-58-dhcp-osl.bbse.no,9001,9030,0,1,1,1,1,1,1,1,1,Tor 0.2.2.36 (git-aefee9cbdbd32f67) on Linux x86_64,0,0
cnjprmniacueogat,US,29,0,50.112.222.202,ec2-50-112-222-202.us-west-2.compute.amazonaws.com,4443,None,0,0,1,0,0,0,1,1,0,Tor 0.2.2.37 (git-fce6eb1c44e87bc2) on FreeBSD amd64,0,0
coinet,HU,341,2,188.142.191.59,catv-188-142-191-59.catv.broadband.hu,9001,9030,0,0,1,0,1,0,1,1,1,Tor 0.2.2.35 (git-4f42b0a93422f70e) on Linux x86_64,0,0
colagioia,US,28,0,72.14.179.10,tor.colagioia.net,9001,None,0,1,1,0,1,1,1,1,0,Tor 0.2.3.18-rc on Linux,0,0
collbria,US,17,6,67.172.90.58,c-67-172-90-58.hsd1.mi.comcast.net,9001,None,0,1,1,0,0,0,1,1,0,Tor 0.2.1.30 on Linux x86_64,0,0
colorfulfamily,CA,27,17,68.144.52.200,S01064ce676507e00.cg.shawcable.net,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Linux x86_64,0,0
coresecde1,DE,2791,4,85.214.226.178,kabeldeutschland.in,9001,9030,0,0,1,1,1,1,1,1,1,Tor 0.2.3.17-beta on Linux,0,0
coresecde3,DE,90,3,31.19.190.217,31-19-190-217-dynip.superkabel.de,9001,9030,0,0,1,0,1,0,1,1,1,Tor 0.2.2.36 (git-aefee9cbdbd32f67) on Linux i686,0,0
Cornfield,US,27,1,50.83.25.174,50-83-25-174.client.mchsi.com,9031,9030,0,0,1,0,1,0,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Windows 7 Service Pack 1 [workstation],0,0
cornholi0,DE,42,13,178.77.102.213,lvps178-77-102-213.dedicated.hosteurope.de,443,143,0,0,1,1,1,1,1,1,1,Tor 0.2.3.17-beta on Linux,0,0
Coruscant,FR,15,5,88.182.161.122,freebox.lhuard.fr.eu.org,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.3.17-beta on Linux,0,0
coruscant,CA,1,27,96.49.153.8,96.49.153.8,9001,None,0,0,0,0,1,1,1,1,0,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux i686,0,0
costatine,PT,17,1,85.139.132.149,a85-139-132-149.cpe.netcabo.pt,9001,None,0,0,1,1,0,1,1,1,0,Tor 0.2.3.18-rc on Linux,0,0
Cottonia,ES,12,32,95.62.113.126,static-126-113-62-95.ipcom.comunitel.net,9001,None,0,1,1,0,1,1,1,1,0,Tor 0.2.2.36 (git-aefee9cbdbd32f67) on Linux i686,0,0
cpd894rl,UA,19,0,92.113.221.255,255-221-113-92.pool.ukrtel.net,443,None,0,1,1,0,1,0,1,1,0,Tor 0.2.2.36 (git-c1414cf70cbfcbb7) on Linux x86_64,0,0
crackpille,DE,222,0,93.200.232.69,p5DC8E845.dip0.t-ipconnect.de,443,8080,0,0,1,0,1,0,1,1,1,Tor 0.2.2.37 (git-e57e8eb4c56348eb) on Linux x86_64,0,0
crashnburn,US,10,48,66.134.16.186,h-66-134-16-186.phlapafg.static.covad.net,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.2.35 on Linux i686,0,0
crazydwarves3,FR,1,126,82.224.6.192,cap31-1-82-224-6-192.fbx.proxad.net,9001,None,0,0,0,0,1,1,1,1,0,Tor 0.2.2.35 (git-4f42b0a93422f70e) on Linux armv5tel,0,0
crazyflowers,GB,82,7,86.11.214.255,cpc8-duns7-2-0-cust766.9-3.cable.virginmedia.com,443,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.2.37 (git-fce6eb1c44e87bc2) on Windows 7 Service Pack 1 [workstation],0,0
crazyhaze01,DE,969,0,62.108.38.132,evilmonkey.crazyhaze.de,9001,None,0,0,1,1,0,1,1,1,0,Tor 0.2.3.17-beta on Linux,0,0
crazyhaze02,DE,17,0,95.89.115.186,95-89-115-186-dynip.superkabel.de,9001,None,0,0,1,0,0,0,1,1,0,Tor 0.2.3.17-beta on Linux,0,0
crazyhaze03,DE,151,0,89.107.66.244,chris.crazyhaze.de,9001,9030,0,0,1,0,0,0,1,1,1,Tor 0.2.3.17-beta on Linux,0,0
crazymonkey,AU,2,9,59.167.130.90,ppp59-167-130-90.static.internode.on.net,9001,None,0,0,1,0,1,1,1,1,0,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux x86_64,0,0
creatinina,ES,5,1,85.61.16.129,129.pool85-61-16.dynamic.orange.es,443,9030,0,0,1,0,1,0,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Windows 7  [workstation],0,0
creeper,SE,326,0,212.181.174.218,fh218n1-asp-a13.ias.bredband.telia.com,9001,9030,0,0,1,1,1,1,1,1,1,Tor 0.2.3.18-rc on Linux,0,0
CriptoLabTORRelay1,ES,11,3,138.100.10.142,fafnir.ls.fi.upm.es,9001,9030,0,0,1,0,1,1,1,1,1,Tor 0.2.2.37 (git-fce6eb1c44e87bc2) on Linux x86_64,0,0
CriptoLabTORRelay2,ES,1,3,138.100.10.206,morgana.ls.fi.upm.es,9001,None,0,0,0,0,1,1,1,1,0,Tor 0.2.3.17-beta on Linux,0,0
CriptoLabTORRelay3,ES,124,31,138.100.10.209,nosophoros.ls.fi.upm.es,8080,8088,0,0,1,1,1,1,1,1,1,Tor 0.2.2.35 (git-4f42b0a93422f70e) on Linux x86_64,0,0
crispy,NL,106,1,83.80.201.122,5350C97A.cm-6-1d.dynamic.ziggo.nl,443,None,0,0,1,0,1,0,1,1,0,Tor 0.2.3.18-rc on Linux,0,0
cristy,IL,24,74,81.218.202.196,bzq-218-202-196.red.bezeqint.net,9001,9030,0,0,1,1,1,1,1,1,1,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux x86_64,0,0
cronotor,US,170,4,216.17.109.52,216.17.109.52,9001,9030,0,0,1,1,1,1,1,1,1,Tor 0.2.2.35 (git-4f42b0a93422f70e) on Linux x86_64,0,0
cronus,AU,1,5,115.187.240.207,115.187.240.207,9001,None,0,0,0,0,1,0,1,1,0,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Linux i686,0,0
croxXZ,UA,62,6,91.225.197.1,91.225.197.1,443,80,0,0,1,0,1,0,1,1,1,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux i686,0,0
crozbzsw,RU,0,0,141.8.193.199,vds199.from.sh,80,None,0,1,1,0,1,0,1,1,0,Tor 0.2.1.32 (git-23da6c2e5051b65a) on Linux i686,0,0
crunch0r,AT,26,0,128.130.204.91,crunch0r.ifs.tuwien.ac.at,9001,None,0,0,1,1,1,1,1,1,0,Tor 0.2.3.18-rc on Linux,0,0
cryonoxnet,US,16,17,70.85.31.242,tornode.cryonox.net,9001,None,0,0,1,1,1,1,1,1,0,Tor 0.2.2.37 (git-e57e8eb4c56348eb) on Linux i686,0,0
cryptoplasmagondii,NZ,11,3,202.49.254.23,crypt.paradise.gen.nz,8000,9030,0,0,1,0,1,1,1,1,1,Tor 0.2.3.17-beta on Linux,0,0
cryptowars,DE,150,1,91.206.143.38,tor-relay.cryptowars.info,9001,9030,0,0,1,1,1,1,1,1,1,Tor 0.2.3.18-rc on Linux,0,0
cU3Mb4wf37ZdIpma,SE,1727,185,89.253.105.39,89-253-105-39.customers.ownit.se,9001,9030,0,1,1,1,1,1,1,1,1,Tor 0.2.2.35 (git-4f42b0a93422f70e) on Linux x86_64,0,0
cunt,JP,116,3,106.187.42.132,jp2.noz.cc,9001,None,0,0,1,0,0,0,1,1,0,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Linux i686,0,0
curly,SG,218,16,216.12.198.84,curly.my3stooges.info,443,8080,0,0,1,1,1,1,1,1,1,Tor 0.2.3.16-alpha on Linux,0,0
curruptdisk,SE,183,6,79.136.85.144,h-85-144.a175.priv.bahnhof.se,9030,9031,0,1,1,0,0,1,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Windows 7  [workstation],0,0
CWSSoftware,US,11,11,97.93.20.199,97-93-20-199.dhcp.snlo.ca.charter.com,9001,9030,0,1,1,0,1,0,1,1,1,Tor 0.2.2.34 (git-c4eae752f0d157ce) on FreeBSD amd64,0,0
cybernixonDOTnet,US,0,0,184.72.156.44,ec2-184-72-156-44.compute-1.amazonaws.com,9001,None,0,0,1,0,1,0,1,1,0,Tor 0.2.1.30 on Linux x86_64,0,0
cyberphunk,NL,771,39,94.23.150.191,tor.cyberphunk.org,8080,None,0,0,1,1,1,1,1,1,0,Tor 0.2.3.13-alpha (git-de73e3692a6d8377) on Linux x86_64,0,0
cyberterrorist,DE,26,3,89.238.64.208,relay.cyberterrorist.de,443,None,0,0,1,0,1,1,1,1,0,Tor 0.2.3.17-beta on Linux,0,0
cyberterrorist2,US,5,0,184.82.108.177,184-82-108-177.static.hostnoc.net,443,None,0,0,1,0,0,0,1,1,0,Tor 0.2.3.17-beta on Linux,0,0
cypher,CZ,1412,16,178.32.65.82,cypher.hyperreal.info,22,110,0,0,1,1,0,1,1,1,1,Tor 0.2.3.12-alpha (git-5c7b9174848cc05b) on Linux x86_64,0,0
cyplonethome,PL,903,22,82.143.135.191,h82-143-135-191-static.e-wro.net.pl,9001,9030,0,0,1,0,1,1,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Linux x86_64,0,0
CzechMate,US,1640,14,50.7.194.122,torsrvl.snydernet.net,443,80,0,0,1,1,1,1,1,1,1,Tor 0.2.2.37 (git-fce6eb1c44e87bc2) on Linux x86_64,0,0
d333net,SK,32,1,195.146.157.199,static-dupdsl-199.195-146-157.telecom.sk,9001,None,0,1,1,1,1,1,1,1,0,Tor 0.2.1.32 (git-23da6c2e5051b65a) on Linux i686,0,0
dackdack,DE,14,0,95.117.247.56,mnhm-5f75f738.pool.mediaWays.net,9001,9030,0,0,1,0,0,0,1,1,1,Tor 0.2.2.37 (git-fce6eb1c44e87bc2) on Linux x86_64,0,0
daedalus,DE,7,0,91.40.110.171,p5B286EAB.dip.t-dialin.net,9001,9030,0,0,1,0,1,0,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Linux i686,0,0
Daedalus,US,1,3,70.126.196.212,70-126-196-212.res.bhn.net,9001,None,0,0,0,0,0,1,1,1,0,Tor 0.2.2.37 (git-fce6eb1c44e87bc2) on Linux x86_64,0,0
dakkartor,IT,35,49,84.19.175.182,tor.thenautilus.net,9001,9030,0,0,1,1,1,1,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Linux x86_64,0,0
DallasTorMaster,US,342,40,74.86.7.106,74.86.7.106-static.reverse.softlayer.com,9001,None,0,1,1,0,1,1,1,1,0,Tor 0.2.1.30 on Linux i686,0,0
Dalm4t,FR,8,3,88.183.56.135,dalmat.net,9001,9030,0,0,1,0,1,1,1,1,1,Tor 0.2.3.17-beta on Linux,0,0
dametenshi,US,9,13,98.207.40.181,c-98-207-40-181.hsd1.ca.comcast.net,443,None,0,0,1,0,1,1,1,1,0,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Darwin x86_64,0,0
dana,US,22,59,69.124.223.55,ool-457cdf37.dyn.optonline.net,9001,9030,0,0,1,1,1,1,1,1,1,Tor 0.2.2.35 (git-4f42b0a93422f70e) on Linux i686,0,0
dangun,KR,149,2,112.169.153.61,112.169.153.61,9001,9030,0,1,1,1,1,1,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Linux i686,0,0
DanJoh74Relay,SE,62,17,213.112.79.91,c-5b4f70d5.03-24-67626714.cust.bredbandsbolaget.se,33111,33222,0,0,1,1,1,1,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Windows 7 Service Pack 1 [server],0,0
Danjou,DE,218,8,85.214.153.97,h1966983.stratoserver.net,443,9030,0,0,1,0,1,1,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Windows Vista Service Pack 2 [server],0,0
dannenberg,DE,1353,18,193.23.244.244,dannenberg.ccc.de,443,80,1,0,1,1,1,1,1,1,1,Tor 0.2.3.16-alpha on FreeBSD,0,0
danyko,UA,428,17,176.100.14.89,176-100-14-89.pautina.ua,9001,9030,0,1,1,1,1,1,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on FreeBSD amd64,0,0
darker01,SK,770,11,37.9.170.229,something.darker.eu,9001,9030,0,0,1,0,1,0,1,1,1,Tor 0.2.2.37 (git-fce6eb1c44e87bc2) on Linux x86_64,0,0
darsamterglaw,US,33,0,24.251.230.154,ip24-251-230-154.ph.ph.cox.net,9001,9030,0,0,1,0,1,0,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Linux i686,0,0
darwinfish,DE,943,0,46.4.106.18,static.18.106.4.46.clients.your-server.de,443,9030,0,0,1,1,1,1,1,1,1,Tor 0.2.3.18-rc on Linux,0,0
dasnetz,DE,1205,0,178.33.33.209,tor.dasnetz.cc,80,443,0,0,1,1,1,1,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Linux x86_64,0,0
dawn,RU,767,7,213.141.129.14,213.141.129.14,9001,None,0,0,1,1,0,1,1,1,0,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Linux x86_64,0,0
dawnservice,US,55,7,75.183.176.124,75.183.176.124,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.2.36 (git-c1414cf70cbfcbb7) on Linux i686,0,0
dbqhnysr,RU,0,0,141.8.193.161,vds161.from.sh,80,None,0,1,1,0,1,0,1,1,0,Tor 0.2.2.33 (git-8522652d8e9213d4) on Linux i686,0,0
dcdfreedomtor,US,343,44,74.118.73.102,bitlend.diversecg.com,9001,None,0,0,1,1,1,1,1,1,0,Tor 0.2.3.15-alpha (git-d2fd67f30991cbc4) on Linux x86_64,0,0
DDI,CA,13,16,70.28.78.122,HMTNON14-1176260218.sdsl.bell.ca,443,9030,0,0,1,0,1,1,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Windows Vista Service Pack 2 [server],0,0
ddictTor,US,140,3,72.232.255.48,ssl.ddict.co.uk,9001,None,0,0,1,0,1,0,1,1,0,Tor 0.2.2.33 (git-8522652d8e9213d4) on Linux i686,0,0
ddkgixtk,RU,0,0,62.76.43.155,62-76-43-155.clodo.ru,80,None,0,1,1,0,1,0,1,1,0,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Linux i686,0,0
deathhead,DE,14,83,88.80.216.84,death-head.ch,9090,9091,0,0,1,0,1,1,1,1,1,Tor 0.2.2.35 (git-4f42b0a93422f70e) on Linux x86_64,0,0
DeepLabs02,CA,100,1,209.141.53.152,209.141.53.152,9001,9030,0,0,1,0,0,0,1,1,1,Tor 0.2.3.17-beta on Linux,0,0
DeepSeaExploration,IN,7,12,180.149.243.150,RX3408.rapidns.com,443,None,0,0,1,0,0,1,1,1,0,Tor 0.2.3.17-beta on Linux,0,0
deepspace9,DE,50,144,79.140.41.118,reiner-h.de,9001,None,0,0,1,1,1,1,1,1,0,Tor 0.2.2.35 (git-4f42b0a93422f70e) on Linux x86_64,0,0
defactotum,US,53,73,76.115.18.1,c-76-115-18-1.hsd1.or.comcast.net,9001,9030,0,0,1,1,1,1,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Darwin Power Macintosh,0,0
default,US,0,1,71.218.23.108,71-218-23-108.hlrn.qwest.net,443,None,0,0,1,0,0,0,1,1,0,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Windows 7 Service Pack 1 [workstation],0,0
default,US,7,0,65.78.75.15,65-78-75-15.c3-0.eas-ubr4.atw-eas.pa.cable.rcn.com,443,9030,0,0,1,0,0,0,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Windows 7 Service Pack 1 [workstation],0,0
default,NZ,6,6,222.153.225.253,222-153-225-253.jetstream.xtra.co.nz,443,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Windows 7 Service Pack 1 [workstation],0,0
default,BR,0,3,189.15.46.110,189-015-46-110.xd-dynamic.ctbcnetsuper.com.br,443,9030,0,0,1,0,0,0,1,1,1,Tor 0.2.3.15-alpha (git-2513a3e959b61612) on Windows XP Service Pack 3 [workstation],0,0
default,US,7,8,65.50.55.34,z65-50-55-34.ips.direcpath.com,443,9030,0,0,1,0,0,0,1,1,1,Tor 0.2.2.37 (git-fce6eb1c44e87bc2) on Windows 7 Service Pack 1 [workstation],0,0
default,FR,1,0,87.89.155.190,i02m-87-89-155-190.d4.club-internet.fr,443,9030,0,0,1,0,0,0,1,1,1,Tor 0.2.3.15-alpha (git-2513a3e959b61612) on Windows 7 Service Pack 1 [workstation],0,0
default,FR,0,0,77.203.0.68,68.0.203.77.rev.sfr.net,443,9030,0,0,1,0,0,0,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Windows 7 Service Pack 1 [workstation],0,0
default,PK,0,0,27.54.122.40,27.54.122.40,443,9030,0,0,1,0,0,0,1,1,1,Tor 0.2.3.15-alpha (git-2513a3e959b61612) on Windows 7 Service Pack 1 [workstation],0,0
default,CA,1,2,96.49.193.32,S0106001a706ad587.vc.shawcable.net,443,None,0,0,0,0,0,1,1,1,0,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Windows 7 Service Pack 1 [workstation],0,0
default,US,39,16,69.117.163.142,ool-4575a38e.dyn.optonline.net,443,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.2.37 (git-fce6eb1c44e87bc2) on Windows 7 Service Pack 1 [workstation],0,0
default,US,3,1,70.88.160.122,70-88-160-122-smc-nm.hfc.comcastbusiness.net,4433,9030,0,0,1,0,0,0,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Windows Vista Service Pack 2 [workstation],0,0
default,US,3,9,72.1.111.70,72-1-111-70.edirectlink.com,443,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Windows 7 Service Pack 1 [workstation],0,0
default,US,39,7,68.44.59.251,c-68-44-59-251.hsd1.pa.comcast.net,444,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Windows 7 Service Pack 1 [server],0,0
default,SA,0,0,176.45.14.173,176.45.14.173,443,9030,0,0,1,0,0,0,1,1,1,Tor 0.2.3.15-alpha (git-2513a3e959b61612) on Windows 7  [workstation],0,0
default,AT,2,8,62.178.183.184,chello062178183184.18.14.univie.teleweb.at,443,None,0,0,1,0,0,1,1,1,0,Tor 0.2.2.37 (git-fce6eb1c44e87bc2) on Windows XP Service Pack 3 [workstation],0,0
default,PK,0,0,119.154.194.161,119.154.194.161,443,9030,0,0,1,0,0,0,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Windows 7  [workstation],0,0
default,FR,0,0,84.100.111.2,2.111.100.84.rev.sfr.net,443,9030,0,0,1,0,0,0,1,1,1,Tor 0.2.2.34 (git-c4eae752f0d157ce) on Windows 7 Service Pack 1 [workstation],0,0
default,JE,0,0,87.244.109.142,142.109.244.87.dyn.jtglobal.com,443,9030,0,0,0,0,0,0,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Windows Vista Service Pack 2 [workstation],0,0
default,TH,1,0,180.180.162.118,180.180.162.118,443,9030,0,0,1,0,0,0,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Windows XP Service Pack 3 [workstation],0,0
